CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
Signzy,FinTech,,5400000.0,Bangalore,It is creating 'building blocks for a Digital Trust system.,2020,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners",2015.0
Ahaguru,Edtech,Series A,,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",2020,"Gomathi S, Dr Balaji Sampath",Anand Mahindra,2012.0
Tekion,AI startup,Series C,150000000.0,"San Ramon, California",It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,2020,"Guru Sankararaman, Jay Vijayan","Alliance Ventures, Storm Ventures",2016.0
Brighteye Ventures,Edtech,,5400000.0,"Paris, Ile-de-France, France",Education technology venture capital firm.,2020,David guerin,Tandem,2017.0
EzeRx,Medtech,Seed,200000.0,Kolkata,Developer and manufacturer of medical devices,2020,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty",2018.0
VitalTech,HeathTech,Seed,3000000.0,"Plano, Texas, United States","VitalTech is a develop technologies that empower patients to better care for their safety,",2020,Anjan Panneer Selvam,Tech Mahindra,2018.0
Genius Teacher,Edtech,,2000000.0,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,"Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP.",2016.0
Ultraviolette Automotive,Automobiles,Series B,4000000.0,Bangalore,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,2020,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,2014.0
Tring,Social Media,,,Mumbai,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.",2020,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Sujeet Kumar, Hemesh Singh",2019.0
Rare Planet,Retail startup,Pre-series A,400000.0,Kolkata,Rare Planet sells handicrafts made by local artisans.,2020,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,2015.0
GoodGamer,Gaming,Seed,2500000.0,Bangalore,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,2020,Charles Creighton,,2020.0
InnAccel,Medtech,Pre-series A,1500000.0,Bangalore,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",2020,Siraj Dhanani,Mount Judi Ventures,2012.0
Tiliter,Retail,,7500000.0,Sydney,Software that uses computer vision to recognise products without barcodes,2020,"Chris Sampson, Marcel Herz, Martin Karafilis","AngelList, Investec",2017.0
Slintel,Sles and marketing,,4200000.0,"San Francisco Bay Area, Silicon Valley, West Coast","Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",2020,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners",2016.0
SoOLEGAL,LegalTech,,4000000.0,New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",2020,Manish Kaul,,2015.0
HobSpace,Edtech,Seed,200000.0,Mumbai,India's Activity Hub for Kids,2020,"Priya Goel Sheth, Harsh Jain",Artha Venture,2019.0
Supplynote,SaaS startup,Seed,500000.0,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,2020,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV",2015.0
Hire Me Car,Car Service,Seed,,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,2020,Pankaj Sharma,,
ShopUp,E-commerce,Series A,22000000.0,Bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",2020,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital",2017.0
Harmonizer India,Tech Startup,,,Bangalore,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",2020,M R Srinivas,Kapil Dev,2019.0
Zomato,FoodTech,,52000000.0,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,2020,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",2008.0
Dukaan,Tech Startup,Seed,6000000.0,Mumbai,Developer of an android application designed for businesses to sell online.,2020,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners.",2020.0
CredR,Bike marketplace,,2000000.0,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2020,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius",2014.0
Satyukt,Agri tech,Seed,500000.0,Bangalore,An agritech company that provides business to business (B2B) agricultural data,2020,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)",2018.0
RACEnergy,Automobiles,,,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,2020,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)",2018.0
TREAD,Fitness startup,Pre-seed,1100000.0,Bangalore,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,2020,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal",2020.0
Anveshan,FoodTech,Pre-seed,100000.0,Bangalore,Provide quality and healthy food products,2020,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital,2019.0
TeaMonk,Food & Bevarages,Pre-series A,900000.0,Bangalore,India's Finest Specialty Tea company.,2020,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures",2016.0
Fleetx,Tech Startup,Pre-series B,3000000.0,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat",2017.0
ReNEWate,Real Estate,Pre-seed,,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",2020,Supratik Ghatak,Real Estate Accelerator Program,2018.0
Tango Eye,SaaS startup,Seed,,Chennai,Retail Video Analytics SaaS product,2020,Surender Gounder,"Riso Investments, Lenskart",2018.0
Rare Planet,Reatil startup,Pre-series A,,Kolkata,Rare Planet sells handicrafts made by local artisans.,2020,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,2015.0
Avataa Me,AR platform,Series A,7000000.0,Bangalore,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,2020,Gaurav Baid,Sequoia Capital India,2014.0
Arrival,EV startup,,118000000.0,"London, England, United Kingdom",Arrival is a technology company that specializes in developing electric vehicles.,2020,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company",2015.0
Cover Genius,FinTech,,15000000.0,"Sydney, New South Wales, Australia",Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,2020,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital",2014.0
Phononic Vibes,Deeptech,,2300000.0,"Milano, Lombardia, Italy","Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2020,"Andrea Boeri, Braghin Francesco, Giovanni Capellari, Luca D'Alessandro, Stefano Caverni",,2018.0
MikeLegal,LegalTech,Seed,,Gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,2020,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian",2017.0
Clair,FinTech,Seed,4500000.0,"New York, United States",Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures",2019.0
Gourmet Garden,Consumer Goods,,,"Palmwoods, Queensland, Australia",Gourmet Garden is a global market leader in chilled convenient packaged herbs.,2020,Arjun Balaji,Advent Partners,1999.0
Miko,AI startup,Pre-series B,3000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2020,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital",2015.0
Razorpay,FinTech,Series D,100000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2020,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India",2014.0
Ninjacart,Food Industry,,30000000.0,Bangalore,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2020,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart",2015.0
Wow! Momo,Food Industry,Debt,5000000.0,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2020,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell",2008.0
Pepper Content,Content marketplace,Series A,4200000.0,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,2020,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari",2017.0
LIVSPACE,Interior Design,Debt,4000000.0,Bangalore,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",2020,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners",2014.0
Acculi Labs,Healthcare,Seed,600000.0,Bangalore,Acculi Labs is a clinical grade smartphone based diagnostic tool,2020,"HariPrasath M., Rupam Das",Startup Basket.,2017.0
Your MD,Healthcare,,25000000.0,"London, England, United Kingdom",Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,2020,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital",2012.0
Antaios,Tech company,,11000000.0,France,Developer of memory-based technology intended to solve issues of advanced computing.,2020,Jean Pierre Nozieres,,2016.0
Unnati,AgriTech,Pre-series A,1700000.0,Noida,A helping hand to the farming community through Artificial Intelligence,2020,"Amit Sinha, Ashok Prasad",NABVENTURES,2017.0
Disprz,Edtech,Pre-series B,1600000.0,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",2020,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",2015.0
Uni,FinTech,Seed,18500000.0,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,2020,Nitin Gupta,"Lightspeed India Partners, Accel India",
Credit Wise Capital,FinTech,Seed,6000000.0,Mumbai,CreditWise Capital is a consumer finance company.,2020,"Hirak Joshi, Aalesh Avlani",Venture Catalysts,1994.0
Chargebee,SaaS startup,Series F,55000000.0,"San Francisco Bay Area, West Coast, Western US",Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,2020,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital",2011.0
Reliance Retail Ventures Ltd,Retail,,70000000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,Mukesh Ambani,"Silver Lake, Mubadala Investment Company",2006.0
Winuall,Edtech,,2000000.0,Bangalore,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2020,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani",2019.0
Genrobotics,AI startup,,300000.0,"Trivandrum, Kerala, India",GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,2020,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures,2015.0
Livve,Rental space,Seed,1500000.0,Cochin,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,2020,Maya Lakshman,,2015.0
Ergos,AgriTech,Series A,5000000.0,"Samastipur, Bihar",Ergos is building an integrated supply chain by setting up micro warehouses.,2020,"Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures",2012.0
Krishitantra,Soil-Tech,Seed,1000000.0,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2020,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore",2017.0
PakkaProfile,Recruitment startup,Seed,,Bangalore,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",2020,"Nagmanjunath Shivakumar, Savio Sebastian",Java Capital,2019.0
Monet Networks,AI startup,Bridge,500000.0,"Irvine, California, United States",Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,2020,Anurag Bist,"SenseAI Ventures, EvoNexus",2014.0
Unocoin,FinTech,Series A,,"Tumkur, Karnataka","Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",2020,"Abhinand Kaseti, Harish B V, Sathvik Vishwanath, Sunny Ray","Digital Finance Group, FundersClub",2013.0
Pesto,Edtech,,,New Delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,2020,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini",2017.0
NirogStreet,Ayurveda tech,Pre-series A,2000000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,Ram N Kumar,"Wavemaker Partners, Subho Ray",2016.0
Bambrew,Packaging solution startup,Pre-seed,,Bangalore,Bambrew is an online shop for reusable bamboo straws.,2020,Vaibhav Anant,Upsparks,2018.0
Omnify,SaaS startup,Pre-series A,,"San Francisco Bay Area, Silicon Valley, West Coast",Omnify is a Global SaaS platform for Small Services Business,2020,"Kabandi Saika, Manik Mehta","Saurabh Arora, LD Sharma",2016.0
Fanball XI,Gaming,Seed,1000000.0,New Delhi,The gaming company mostly focused on fantasy football games,2020,Vinayak Seth,Foxhog Ventures,
Treebo Hotels,Hospitality,,6000000.0,Bangalore,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2020,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta","Ramesh Mangaleswaran, Saikiran Krishnamurthy",2015.0
GPS Renewables,Cleantech,Series A,3000000.0,Bangalore,To solve the urban waste problem by utilising local technologies and business models.,2020,"Mainak, Sreekrishna","Triodos, Caspian",2010.0
Public,Social Media,,30000000.0,New Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2020,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2019.0
Legal Salah,LegalTech,Seed,1000000.0,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2020,CA Abhinit Singh,I2I Capitals,2015.0
FanPlay,Gaming,Seed,,New Delhi,FanPlay Technologies operates as a real-money gaming startup.,2020,"Bharat Gupta, Pritesh Kumar","Core91 Fund, Anupam Mittal",2018.0
